,Accession,Actual Flag,My Flag
687,CY264263,Pass,Pass
688,MG964439,Pass,Pass
689,MN424091,Pass,Pass
690,MH499160,Pass,Pass
691,MK271222,Pass,Pass
692,MN703036,Pass,Pass
693,MN054507,Pass,Pass
694,MN083588,Pass,Pass
695,MK624031,Pass,Pass
696,MN230037,Pass,Pass
697,MK772298,Pass,Pass
698,MK535817,Pass,Pass
699,MN569174,Pass,Pass
700,MK745561,Pass,Pass
701,MK927417,Pass,Pass
702,MH733659,Pass,Pass
703,MF955276,Pass,Pass
704,MK381149,Pass,Pass
705,MN573396,Pass,Pass
706,MK168424,Pass,Pass
707,MH371213,Pass,Pass
708,MH802613,Pass,CDS-3Xdel
709,MK772618,Pass,Pass
710,MN170123,Pass,Pass
711,MN819900,Pass,Pass
712,MN410855,Pass,Pass
713,MH083815,Pass,Pass
714,MK267272,Pass,Pass
715,MK557329,Pass,Pass
716,MK071223,Pass,Pass
717,CY264652,Pass,Pass
718,MF112554,Pass,Pass
719,MH233658,Pass,Pass
720,MH578749,Pass,Pass
721,MK212634,Pass,Pass
722,MN247343,Pass,Pass
723,MN568870,Pass,Pass
724,MH131291,Pass,Pass
725,MK772656,Pass,Pass
726,MN569987,Pass,Pass
727,MK633538,Pass,Pass
728,MN000835,Pass,Pass
729,MK626270,Pass,Pass
730,LC426774,Pass,Pass
731,MN230073,Pass,Pass
732,MK964660,Pass,Pass
733,MN648535,Pass,Pass
734,MN253897,Pass,Pass
735,MH598306,Pass,Pass
736,MN530727,Pass,Pass
737,MN254551,Pass,Pass
738,MK398331,Pass,Pass
739,MN574121,Pass,Pass
740,MN568576,Pass,Pass
741,MH125734,Pass,Pass
742,MH701622,Pass,Pass
743,MK744009,Pass,Pass
744,MN002243,Pass,3'CTS-mut
745,MN074798,Pass,Pass
746,MF173216,Pass,Pass
747,MK553867,Pass,Pass
748,MK555118,Pass,Pass
749,MN655801,Pass,Pass
750,MH425122,Pass,Pass
751,MH669608,Pass,Pass
752,MK109384,Pass,Pass
753,MK745148,Pass,Pass
754,MN703063,Pass,Pass
755,MG964367,Pass,Pass
756,MK553555,Pass,Pass
757,MK077464,Pass,Pass
758,MK839375,Pass,Pass
759,MN000514,Pass,Pass
760,MK576886,Pass,Pass
761,MN074544,Pass,Pass
762,MK627884,Pass,Pass
763,MN571872,Pass,Pass
764,MG831156,Pass,Pass
765,MH083503,Pass,Pass
766,MN574147,Pass,Pass
767,MN002273,Pass,Pass
768,MK743292,Pass,Pass
769,MK380836,Pass,Pass
770,MH667570,Pass,Pass
771,MN304289,Pass,Pass
772,MH246311,Pass,Pass
773,MH600723,Pass,Pass
774,MH443642,Pass,Pass
775,MH791796,Pass,Pass
776,MK786278,Pass,Pass
777,MN716544,Pass,Pass
778,MG957201,Pass,Pass
779,MH601587,Pass,Pass
780,MK763095,Pass,Pass
781,MG763288,Pass,Pass
782,MF173263,Pass,Pass
783,AB598524,Pass,Pass
784,MN530676,Pass,Pass
785,MH546560,Pass,Pass
786,MN301718,Pass,Pass
787,MF399651,Pass,Pass
788,MH492601,Pass,Pass
789,MF098957,Pass,Pass
790,MK960189,Pass,Pass
791,MG831140,Pass,3'CTS-mut
792,MH601494,Pass,Pass
793,MK268571,Pass,Pass
794,MK623151,Pass,Pass
795,MK633574,Pass,Pass
796,MN254339,Pass,Pass
797,MH444858,Pass,Pass
798,MG662681,Pass,Pass
799,MK109698,Pass,Pass
800,MH845715,Pass,Pass
801,MH127224,Pass,Pass
802,MH083352,Pass,Pass
803,MH246302,Pass,Pass
804,MK601040,Pass,Pass
805,MN177014,Pass,Pass
806,MN422961,Pass,Pass
807,MN424279,Pass,Pass
808,MK818065,Pass,Pass
809,MG965232,Pass,Pass
810,MK382312,Pass,Pass
811,MN055116,Pass,Pass
812,MN819853,Pass,Pass
813,CY264386,Pass,Pass
814,MH425060,Pass,Pass
815,MK027691,Pass,Pass
816,MH083923,Pass,Pass
817,MK979287,Pass,Pass
818,MK552568,Pass,Pass
819,MH233476,Pass,Pass
820,MH602170,Pass,Pass
821,MK744327,Pass,3'CTS-mut
822,MH669624,Pass,Pass
823,MH898132,Pass,Pass
824,MK380186,Pass,Pass
825,MK502462,Pass,Pass
826,MK345910,Pass,Pass
827,MK636126,Pass,Pass
828,CY266858,Pass,Pass
829,MN301692,Pass,Pass
830,MN319310,Pass,Pass
831,MK601306,Pass,Pass
832,MK788279,Pass,Pass
833,MH396575,Pass,Pass
834,MK868733,Pass,Pass
835,MH083399,Pass,Pass
836,MH578652,Pass,Pass
837,MN568381,Pass,Pass
838,MH601172,Pass,Pass
839,MK240726,Pass,3'CTS-mut
840,MK927581,Pass,Pass
841,MK999423,Pass,Pass
842,MK182056,Pass,Pass
843,MK869369,Pass,Pass
844,MK536257,Pass,Pass
845,MK927421,Pass,Pass
846,MH083866,Pass,Pass
847,MN074385,Pass,Pass
848,MN572475,Pass,Pass
849,MH306764,Pass,Pass
850,MK855567,Pass,Pass
851,MH546534,Pass,Pass
852,MN638435,Pass,Pass
853,MH501679,Pass,Pass
854,MN424146,Pass,Pass
855,MH352299,Pass,Pass
856,MK786176,Pass,Pass
857,MK363688,Pass,Pass
858,MH597369,Pass,Pass
859,MK576824,Pass,Pass
860,MH359782,Pass,Pass
861,MH359798,Pass,Pass
862,MN246608,Pass,Pass
863,MN568086,Pass,Pass
864,LC497161,Pass,Pass
865,MK381946,Pass,Pass
866,MN384775,Pass,Pass
867,KJ907636,Pass,Pass
868,MG784573,Pass,Pass
869,MH305893,Pass,Pass
870,MN396706,Pass,Pass
871,MH246194,Pass,Pass
872,MH410505,Pass,Pass
873,MK576309,Pass,Pass
874,MK401423,Pass,Pass
875,MK677394,Pass,Pass
876,MK964783,Pass,Pass
877,MK071296,Pass,Pass
878,MK898510,Pass,Pass
879,MN826660,Pass,Pass
880,MH125646,Pass,Pass
881,MH798123,Pass,Pass
882,MN754172,Pass,Pass
883,MH126155,Pass,Pass
884,MK398539,Pass,Pass
885,MK995753,Pass,Pass
886,MH501469,Pass,Pass
887,MK364443,Pass,Pass
888,MN004268,Pass,Pass
889,MN574107,Pass,Pass
890,MH764073,Pass,Pass
891,LC371838,Pass,Pass
892,MH307342,Pass,3'CTS-mut
893,MH233516,Pass,Pass
894,MK400736,Pass,Pass
895,MN222508,Pass,Pass
896,MN001222,Pass,Pass
897,KY935557,Pass,Pass
898,MG978635,Pass,Pass
899,MK818083,Pass,Pass
900,MN084813,Pass,Pass
901,MH125803,Pass,3'CTS-mut
902,MK401241,Pass,Pass
903,MG309860,Pass,Pass
904,MK364565,Pass,Pass
905,MH598099,Pass,Pass
906,MK557349,Pass,Pass
907,MK623510,Pass,Pass
908,MN004015,Pass,Pass
909,MH061500,5'NCR-ext,5'NCR-ext
910,MH061500,5'CTS-mut,5'CTS-mut
911,MG781101,3'CTS-mut,3'CTS-mut
912,MG781101,3'CTS-mut,3'CTS-mut
913,MG781101,3'CTS-mut,3'CTS-mut
914,MG781101,3'CTS-mut,3'CTS-mut
915,MH744650,3'CTS-mut,3'CTS-mut
916,MH744650,3'CTS-mut,3'CTS-mut
917,MH560246,CDS-3Xdel,CDS-3Xdel
918,MH798598,3'NCR-del,Pass
919,LC374944,5'CTS-mut,5'CTS-mut
920,LC374944,5'CTS-mut,5'CTS-mut
921,LC431436,3'CTS-mut,3'CTS-mut
922,LC431436,3'CTS-mut,3'CTS-mut
923,MF399664,5'NCR-ext,5'NCR-ext
924,MF399664,5'CTS-mut,5'CTS-mut
925,MF399664,3'NCR-ext,3'NCR-ext
926,MH682206,CDS-3Xins,Unknown
927,MH682206,CDS-3Xdel,Unknown
928,MH682206,CDS-3Xdel,Unknown
929,MH682206,CDS-3Xdel,Unknown
930,MH682206,CDS-ins,Unknown
931,MH682206,CDS-ins,Unknown
932,MF399543,5'NCR-ext,5'NCR-ext
933,MF399543,3'NCR-ext,3'NCR-ext
934,MK181937,5'CTS-mut,5'CTS-mut
935,MG957544,3'CTS-mut,3'CTS-mut
936,LC367420,3'CTS-mut,3'CTS-mut
937,MH246147,5'CTS-mut,5'CTS-mut
938,MH560115,5'CTS-mut,5'CTS-mut
939,MH029129,5'NCR-ext,5'NCR-ext
940,MH029129,5'CTS-mut,5'CTS-mut
941,MH029129,5'CTS-mut,5'CTS-mut
942,MH029129,CDS-3Xdel,CDS-3Xdel
943,MH029129,CDS-3Xdel,CDS-3Xdel
944,MH029129,CDS-3Xdel,CDS-3Xdel
945,MG836749,3'CTS-mut,3'CTS-mut
946,MG836792,5'NCR-del,Pass
947,MH061677,3'NCR-del,3'NCR-del
948,MH061677,3'CTS-del,3'CTS-del
949,MF694134,5'NCR-del,5'NCR-del
950,LC374928,5'CTS-mut,5'CTS-mut
951,LC374928,5'CTS-mut,5'CTS-mut
952,LC374928,5'CTS-mut,5'CTS-mut
953,MH013214,3'CTS-mut,3'CTS-mut
954,MH013214,3'NCR-ext,3'NCR-ext
955,MH540423,5'CTS-mut,5'CTS-mut
956,MH411893,5'NCR-ext,5'NCR-ext
957,MH411893,5'CTS-mut,5'NCR-ext
958,MK077186,5'CTS-mut,5'CTS-mut
959,MK077226,5'CTS-mut,5'CTS-mut
960,MK077291,5'CTS-mut,5'CTS-mut
961,MH134676,5'NCR-del,5'NCR-del
962,MK025717,5'CTS-mut,5'CTS-mut
963,MK265604,5'CTS-mut,5'CTS-mut
964,MH029129,CDS-3Xdel,CDS-3Xdel
965,MK557216,5'CTS-mut,5'CTS-mut
966,MK557467,5'CTS-mut,5'CTS-mut
967,MK557579,5'CTS-mut,5'CTS-mut
968,MK963177,5'NCR-del,5'NCR-del
969,MK963245,5'NCR-del,5'NCR-del
970,MK963635,5'NCR-del,5'NCR-del
971,KY935555,3'CTS-del,3'CTS-ins
972,KY935555,3'CTS-mut,3'CTS-mut
973,KY935555,3'CTS-mut,3'CTS-mut
974,KY935555,3'NCR-ext,3'CTS-ins
975,MK376985,5'NCR-del,5'NCR-del
976,MK212789,CDS-3Xdel,CDS-3Xdel
977,MK212789,3'NCR-del,CDS-3Xdel
978,MK212789,3'CTS-mut,CDS-3Xdel
979,MK364652,5'CTS-mut,5'CTS-mut
980,MK363979,5'CTS-mut,5'CTS-mut
981,MK398752,5'CTS-mut,5'CTS-mut
982,MK398896,5'CTS-mut,5'CTS-mut
983,MK358011,3'CTS-del,3'CTS-mut
984,MK358011,3'CTS-mut,3'CTS-mut
985,MK964317,5'NCR-del,5'NCR-del
986,MH588106,5'NCR-ext,5'NCR-ext
987,MH588106,5'CTS-ins,5'CTS-mut
988,LC208496,5'CTS-mut,5'CTS-mut
989,LC208496,5'CTS-mut,5'CTS-mut
990,LC374932,5'CTS-mut,5'CTS-mut
991,MH061691,3'NCR-del,3'NCR-del
992,MK943150,5'NCR-del,5'NCR-del
993,MH498590,CDS-del,Pass
994,MH842389,CDS-3Xdel,CDS-3Xdel
995,MF173286,5'CTS-mut,5'CTS-mut
996,MK364720,5'CTS-mut,5'CTS-mut
997,MH546413,3'CTS-mut,3'CTS-mut
998,MF399631,3'CTS-mut,3'CTS-mut
999,MH061717,5'CTS-mut,5'CTS-mut
1000,MH375876,3'CTS-mut,3'CTS-mut
1001,MF099262,5'CTS-mut,5'CTS-mut
1002,MF099262,5'NCR-del,5'NCR-del
1003,MH578879,CDS-ins,CDS-ins
1004,MH578879,CDS-del,CDS-del
1005,MH560124,5'NCR-del,Pass
1006,MH134844,5'NCR-del,5'NCR-del
1007,MH682214,CDS-3Xins,Unknown
1008,MH682214,CDS-3Xdel,Unknown
1009,MH682214,CDS-3Xdel,Unknown
1010,MH682214,CDS-3Xdel,Unknown
1011,MH682214,CDS-ins,Unknown
1012,MH682214,CDS-ins,Unknown
1013,MG836784,5'NCR-del,3'CTS-mut
1014,MG836784,3'CTS-mut,3'CTS-mut
1015,MH061703,3'NCR-del,Pass
1016,MH061703,3'CTS-del,Pass
1017,MH061703,3'NCR-ext,Pass
1018,MH061676,CDS-3Xdel,CDS-3Xdel
1019,MK475320,5'CTS-mut,5'CTS-mut
1020,LC431385,5'CTS-mut,5'CTS-mut
1021,LC208512,5'CTS-mut,5'CTS-mut
1022,MH183735,5'CTS-mut,5'CTS-mut
1023,MH183688,5'CTS-mut,5'CTS-mut
1024,MH071500,5'NCR-ext,5'NCR-ext
1025,MH071500,5'CTS-mut,5'CTS-mut
1026,MH071500,5'CTS-mut,5'CTS-mut
1027,MH578718,CDS-3Xdel,CDS-3Xdel
1028,MK077250,5'CTS-mut,5'CTS-mut
1029,MK168521,CDS-3Xdel,CDS-3Xdel
1030,MK265564,5'CTS-mut,5'CTS-mut
1031,MH134619,5'NCR-del,5'NCR-del
1032,MH596995,5'NCR-del,5'NCR-del
1033,MK245912,5'CTS-mut,5'CTS-mut
1034,MK245816,5'CTS-mut,5'CTS-mut
1035,MG572491,3'CTS-mut,3'CTS-mut
1036,MK556979,5'CTS-mut,5'CTS-mut
1037,MK963412,5'NCR-del,5'NCR-del
1038,MK963811,5'NCR-del,5'NCR-del
1039,MK964277,5'NCR-del,5'NCR-del
1040,MK964375,5'NCR-del,5'NCR-del
1041,MK964409,5'NCR-del,5'NCR-del
1042,MH061847,3'CTS-mut,3'CTS-mut
1043,MH588109,5'NCR-ext,5'NCR-ext
1044,MH588109,5'CTS-ins,5'CTS-mut
1045,MH283607,CDS-del,Pass
1046,MK972684,CDS-3Xdel,CDS-3Xdel
1047,MK978896,3'CTS-mut,3'CTS-mut
1048,MK978896,3'CTS-mut,3'CTS-mut
1049,MN083444,5'CTS-mut,5'CTS-mut
1050,MH283607,CDS-ins,Pass
1051,MH061767,3'CTS-mut,3'CTS-mut
1052,MH061815,3'CTS-mut,3'CTS-mut
1053,MH346629,CDS-3Xdel,CDS-3Xdel
1054,MG592287,CDS-3Xins,CDS-3Xins
1055,MH061833,3'CTS-mut,3'CTS-mut
1056,MF173170,5'CTS-mut,5'CTS-mut
1057,MH682200,CDS-del,CDS-del
1058,MK942891,5'NCR-del,5'NCR-del
1059,LC431431,5'CTS-mut,5'CTS-mut
1060,LC431487,5'CTS-mut,5'CTS-mut
1061,KY935522,3'CTS-del,3'CTS-mut
1062,KY935522,3'CTS-mut,3'CTS-mut
1063,KY935522,3'CTS-mut,3'CTS-mut
1064,KY935522,3'CTS-mut,3'CTS-mut
1065,KY935522,3'NCR-ext,3'CTS-mut
1066,MH128090,3'CTS-mut,3'CTS-mut
1067,MH128090,3'NCR-ext,3'NCR-ext
1068,MN252199,CDS-del,Pass
1069,MF399623,5'NCR-ext,5'NCR-ext
1070,MF399623,3'NCR-ext,3'NCR-ext
1071,MG984009,5'CTS-mut,5'CTS-mut
1072,MF575201,5'NCR-del,5'NCR-del
1073,MH682210,CDS-del,CDS-3Xdel
1074,MH682210,CDS-del,CDS-3Xdel
1075,MH682210,CDS-del,CDS-3Xdel
1076,MH682210,CDS-ins,CDS-3Xdel
1077,KU679931,3'NCR-ext,3'NCR-ext
1078,MK462862,5'NCR-del,Pass
1079,MH061556,5'NCR-del,Pass
1080,MH061583,5'CTS-mut,5'CTS-mut
1081,MH061583,3'CTS-mut,3'CTS-mut
1082,MH061655,3'CTS-mut,3'CTS-mut
1083,MH546539,CDS-ins,5'NCR-ins
1084,LC431416,3'NCR-ins,3'NCR-ins
1085,LC208487,3'CTS-mut,3'CTS-mut
1086,LC208487,3'CTS-mut,3'CTS-mut
1087,LC208508,5'CTS-mut,5'CTS-mut
1088,MG882007,3'CTS-mut,3'CTS-mut
1089,MK364161,5'CTS-mut,5'CTS-mut
1090,MK292573,5'CTS-mut,5'CTS-mut
1091,MK245944,5'CTS-mut,5'CTS-mut
1092,MK265588,5'CTS-mut,5'CTS-mut
1093,MK265660,5'CTS-mut,5'CTS-mut
1094,MK462515,CDS-3Xins,CDS-3Xins
1095,MH346943,CDS-3Xdel,CDS-3Xdel
1096,MK963549,5'NCR-del,5'NCR-del
1097,MK265537,5'CTS-mut,5'CTS-mut
1098,MK364097,5'CTS-mut,5'CTS-mut
1099,MK364630,5'CTS-mut,5'CTS-mut
1100,MG693001,3'NCR-ext,3'NCR-ext
1101,MF630431,CDS-3Xdel,CDS-3Xdel
1102,MH013199,3'CTS-mut,3'CTS-mut
1103,MH013199,3'NCR-ext,3'NCR-ext
1104,MK964441,5'NCR-del,5'NCR-del
1105,MK964718,5'NCR-del,5'NCR-del
1106,MH560107,5'NCR-del,5'NCR-del
1107,MF399551,5'NCR-ext,5'NCR-ext
1108,MF399551,3'NCR-ext,3'NCR-ext
1109,MH061799,3'CTS-mut,3'CTS-mut
1110,MH352254,CDS-del,CDS-ins
1111,MK556859,5'CTS-mut,5'CTS-mut
1112,MG779872,5'CTS-mut,5'CTS-mut
1113,MK676592,5'CTS-mut,5'CTS-mut
1114,MK676670,5'CTS-mut,5'CTS-mut
1115,MH061682,5'CTS-mut,5'CTS-mut
1116,MH061637,3'NCR-del,3'NCR-del
1117,MH061637,3'CTS-mut,3'CTS-mut
1118,MH061637,3'CTS-mut,3'CTS-mut
1119,MF098827,5'CTS-mut,5'CTS-mut
1120,MH560111,5'NCR-del,Pass
1121,MH356639,5'NCR-del,Pass
1122,MH356645,5'NCR-del,Pass
1123,LC369571,3'NCR-ext,3'NCR-ext
1124,MH791465,5'CTS-mut,5'CTS-mut
1125,MN552872,5'CTS-mut,5'CTS-mut
1126,MK558880,5'CTS-mut,5'CTS-mut
1127,MK544184,CDS-del,Pass
1128,MH682202,CDS-del,CDS-3Xdel
1129,MH682202,CDS-del,CDS-3Xdel
1130,MH682202,CDS-del,CDS-3Xdel
1131,MH682202,CDS-ins,CDS-3Xdel
1132,MH061516,3'CTS-mut,3'CTS-mut
1133,MH560120,5'NCR-del,5'NCR-del
1134,LC208488,5'CTS-mut,5'CTS-mut
1135,LC208500,5'CTS-mut,5'CTS-mut
1136,LC208500,5'CTS-mut,5'CTS-mut
1137,LC208500,5'CTS-mut,5'CTS-mut
1138,LC208500,CDS-3Xdel,CDS-3Xdel
1139,MG669376,3'CTS-mut,3'CTS-mut
1140,MG669376,3'CTS-mut,3'CTS-mut
1141,MN252200,CDS-del,Pass
1142,MK635985,CDS-del,CDS-del
1143,LC367361,5'CTS-mut,5'CTS-mut
1144,LC367497,5'CTS-mut,5'CTS-mut
1145,MH233630,5'CTS-mut,5'CTS-mut
1146,MH597108,5'NCR-del,5'NCR-del
1147,MG836824,3'CTS-mut,3'CTS-mut
1148,MK077234,5'CTS-mut,5'CTS-mut
1149,MK077242,5'CTS-mut,5'CTS-mut
1150,CY263376,5'CTS-mut,5'CTS-mut
1151,LC371778,5'CTS-mut,5'CTS-del
1152,MN061199,5'CTS-mut,5'CTS-mut
1153,MN566038,CDS-del,CDS-del
1154,MN566038,CDS-del,CDS-del
1155,MK168545,5'CTS-mut,5'CTS-mut
1156,MK168545,CDS-3Xdel,CDS-3Xdel
1157,MK265556,5'CTS-mut,5'CTS-mut
1158,MH134672,5'NCR-ins,5'NCR-ins
1159,MH134905,5'NCR-ins,5'NCR-ins
1160,MK025733,5'CTS-mut,5'CTS-mut
1161,MG572479,3'NCR-del,Pass
1162,MK963674,5'NCR-del,5'NCR-del
1163,LC364326,5'CTS-mut,5'CTS-mut
1164,MK964253,5'NCR-del,5'NCR-del
1165,MK964309,5'NCR-del,5'NCR-del
1166,MH446651,5'CTS-mut,5'CTS-mut
1167,MK963760,5'NCR-del,5'NCR-del
1168,MF399575,5'NCR-ext,5'NCR-ext
1169,MF399575,3'NCR-ext,3'NCR-ext
1170,MF399591,5'NCR-ext,5'NCR-ext
1171,MF399591,3'NCR-ext,3'NCR-ext
1172,MH061709,5'CTS-mut,5'CTS-mut
1173,MH061772,5'NCR-del,5'NCR-del
1174,MH061772,3'CTS-mut,3'CTS-mut
1175,MH356652,CDS-ins,CDS-ins
1176,MH356652,CDS-ins,CDS-ins
1177,MN083556,5'CTS-mut,5'CTS-mut
1178,MH061801,3'CTS-mut,3'CTS-mut
1179,LC364296,5'CTS-mut,5'CTS-mut
1180,MF099397,5'NCR-del,Pass
1181,MH359856,5'CTS-mut,5'CTS-mut
1182,MH791669,3'CTS-mut,3'CTS-mut
1183,MH105297,3'NCR-del,3'NCR-del
1184,MK554069,CDS-del,Pass
1185,MN083403,5'CTS-mut,5'CTS-mut
1186,MH791598,3'CTS-mut,3'CTS-mut
1187,MN570649,3'CTS-mut,3'CTS-mut
1188,MH127648,CDS-del,CDS-del
1189,MH061689,3'CTS-mut,3'CTS-mut
1190,MG836781,3'CTS-mut,3'CTS-mut
1191,MH061521,3'CTS-mut,3'CTS-mut
1192,MH061737,3'CTS-mut,3'CTS-mut
1193,MN252151,CDS-del,Pass
1194,MN252156,CDS-del,Pass
1195,MH061620,5'NCR-del,3'CTS-mut
1196,MH061620,3'CTS-mut,3'CTS-mut
1197,MH061740,3'NCR-del,3'NCR-del
1198,MH592309,CDS-3Xdel,CDS-3Xdel
1199,MG925520,5'CTS-mut,5'CTS-mut
1200,MG592283,CDS-3Xins,CDS-3Xins
1201,MF399607,5'NCR-ext,5'NCR-ext
1202,MF399607,3'NCR-ext,3'NCR-ext
1203,MH128091,3'NCR-ext,3'NCR-ext
1204,MN083388,5'CTS-mut,5'CTS-mut
1205,MN083956,5'CTS-mut,5'CTS-mut
1206,MH061677,3'CTS-mut,3'CTS-mut
1207,MH061677,3'CTS-mut,3'CTS-mut
1208,MH061789,3'CTS-mut,3'CTS-mut
1209,MF399559,3'CTS-mut,3'CTS-mut
1210,MK557491,5'CTS-mut,5'CTS-mut
1211,MH412292,5'NCR-ext,5'NCR-ext
1212,MH412292,5'CTS-mut,5'NCR-ext
1213,MH540569,5'CTS-mut,5'CTS-mut
1214,LC363995,5'CTS-mut,5'CTS-mut
1215,LC363995,5'CTS-mut,5'CTS-mut
1216,MH345746,CDS-3Xdel,CDS-3Xdel
1217,MF455318,3'NCR-del,3'NCR-del
1218,MH701497,CDS-3Xdel,CDS-3Xdel
1219,MH061805,5'CTS-ins,5'CTS-mut
1220,MH061596,3'NCR-del,3'NCR-del
1221,MH560113,5'NCR-del,5'NCR-del
1222,MH701506,CDS-3Xdel,CDS-3Xdel
1223,MK077170,5'CTS-mut,5'CTS-mut
1224,MK557643,5'CTS-mut,5'CTS-mut
1225,MN083940,5'CTS-mut,5'CTS-mut
1226,MN083329,5'CTS-mut,5'CTS-mut
1227,MN083772,5'CTS-mut,5'CTS-mut
1228,MN083436,5'CTS-mut,5'CTS-mut
1229,MH764200,5'NCR-del,5'NCR-del
1230,MH083239,5'CTS-mut,5'CTS-mut
1231,LC316699,5'NCR-ext,5'NCR-ext
1232,MH083687,5'CTS-mut,5'CTS-mut
1233,MG599635,CDS-3Xdel,CDS-3Xdel
1234,MG599635,CDS-3Xdel,CDS-3Xdel
1235,MG599635,CDS-del,CDS-3Xdel
1236,MG599635,CDS-del,CDS-3Xdel
1237,MH061631,3'CTS-mut,3'CTS-mut
1238,LC467228,5'CTS-mut,5'CTS-mut
1239,LC467232,5'CTS-mut,5'CTS-mut
1240,LC467232,3'NCR-ext,3'NCR-ext
1241,MH061721,3'CTS-mut,3'CTS-mut
1242,MF099075,5'CTS-mut,5'CTS-mut
1243,MN252152,CDS-del,Pass
1244,MG836713,3'CTS-mut,3'CTS-mut
1245,MH061716,5'NCR-del,5'NCR-del
1246,MH061616,3'CTS-mut,3'CTS-mut
1247,MG836719,3'NCR-del,Pass
1248,LC498518,5'CTS-mut,5'CTS-mut
1249,MH560057,3'CTS-mut,3'CTS-mut
1250,MN252182,CDS-del,Pass
1251,MN252195,CDS-del,Pass
1252,LC430952,3'CTS-mut,3'CTS-mut
1253,MH358711,3'NCR-ins,3'CTS-mut
1254,MG781115,3'CTS-mut,3'CTS-mut
1255,MH061581,3'CTS-mut,3'CTS-mut
1256,MG984008,5'CTS-mut,5'CTS-mut
1257,MH560126,5'NCR-del,Pass
1258,MK758011,3'NCR-ins,CDS-ins
1259,MG572489,3'NCR-del,3'NCR-del
1260,MG572489,3'CTS-mut,3'CTS-mut
1261,MG572489,3'CTS-mut,3'CTS-mut
1262,MG572490,3'NCR-del,3'NCR-del
1263,MG572490,3'NCR-del,3'NCR-del
1264,MH061652,5'NCR-del,Pass
1265,MK215817,3'NCR-ext,3'NCR-ext
1266,MK964457,5'NCR-del,5'NCR-del
1267,MK964627,5'NCR-del,5'NCR-del
1268,MK964677,5'NCR-del,5'NCR-del
1269,MK964710,5'NCR-del,5'NCR-del
1270,MH446407,5'CTS-mut,5'CTS-mut
1271,MH791790,3'CTS-mut,3'CTS-mut
1272,MK801261,CDS-del,Pass
1273,MK855767,5'CTS-mut,5'CTS-mut
1274,MH346703,CDS-3Xdel,CDS-3Xdel
1275,MK237527,5'CTS-mut,5'CTS-mut
1276,MK237527,5'CTS-mut,5'CTS-mut
1277,MG836720,5'NCR-del,Pass
1278,MH061540,5'NCR-del,Pass
1279,MH771723,5'NCR-ext,5'NCR-ext
1280,MH771723,5'CTS-mut,5'NCR-ext
1281,MH771723,5'CTS-mut,5'NCR-ext
1282,MH771723,5'CTS-mut,5'NCR-ext
1283,MH791612,3'CTS-mut,3'CTS-mut
1284,MH083010,5'NCR-del,5'NCR-del
1285,MN423032,5'CTS-mut,5'CTS-mut
1286,MN552936,5'CTS-mut,5'CTS-mut
1287,MN083516,5'CTS-mut,5'CTS-mut
1288,MG836805,3'CTS-mut,3'CTS-mut
1289,MG978778,5'CTS-mut,5'CTS-mut
1290,LC426802,3'CTS-mut,3'CTS-mut
1291,MG995568,5'NCR-ext,5'CTS-ins
1292,MG995568,5'CTS-mut,5'CTS-mut
1293,MG995568,5'CTS-mut,5'CTS-mut
1294,MG995568,5'CTS-mut,5'CTS-mut
1295,MH061743,3'CTS-mut,3'CTS-mut
1296,MH061830,CDS-3Xdel,CDS-3Xdel
1297,MH061830,3'CTS-mut,3'CTS-mut
1298,MH271633,CDS-ins,Pass
1299,MH128086,3'CTS-mut,3'CTS-mut
1300,MH128086,3'NCR-ext,3'NCR-ext
1301,MN252197,CDS-del,Pass
1302,MH061601,5'CTS-mut,5'CTS-mut
1303,MH061627,3'NCR-del,3'NCR-del
1304,MH061627,3'CTS-mut,3'CTS-mut
1305,LC498515,5'CTS-mut,5'CTS-mut
1306,MG982804,3'CTS-mut,Pass
1307,MG781093,3'CTS-mut,3'CTS-mut
1308,MH600425,5'CTS-mut,5'CTS-mut
1309,MN252194,CDS-del,Pass
1310,MK245832,5'CTS-mut,5'CTS-mut
1311,MN530204,Pass,Pass
1312,MN530206,Pass,Pass
1313,MN638429,Pass,Pass
1314,MN638431,Pass,Pass
1315,MN638433,Pass,Pass
1316,MN638435,Pass,Pass
1317,MN410742,Pass,Pass
1318,MN410744,Pass,Pass
1319,MN410746,Pass,Pass
1320,MN410748,Pass,Pass
1321,MN410769,Pass,Pass
1322,MH637552,Pass,Pass
1323,MH637464,Pass,Pass
1324,MH637481,Pass,Pass
1325,MN794992,Pass,Pass
1326,MN794994,Pass,Pass
1327,MN755289,Pass,Pass
1328,MN755291,Pass,3'CTS-mut
1329,MN755293,Pass,Pass
1330,MN755295,Pass,Pass
1331,MN755298,Pass,Pass
1332,MN873879,Pass,Pass
1333,MN873881,Pass,Pass
1334,MN820076,Pass,Pass
1335,MN820078,Pass,Pass
1336,MN820080,Pass,Pass
1337,MN820082,Pass,3'CTS-mut
1338,MN755173,Pass,Pass
1339,MN755175,Pass,Pass
1340,MN647635,Pass,Pass
1341,MN647639,Pass,Pass
1342,MN647641,Pass,Pass
1343,MN647643,Pass,Pass
1344,MN607477,Pass,Pass
1345,MN607479,Pass,Pass
1346,MN607497,Pass,Pass
1347,MN607499,Pass,Pass
1348,MN607501,Pass,Pass
1349,MN857642,Pass,Pass
1350,MN857644,Pass,Pass
1351,MN857645,Pass,Pass
